9781559636629,1559636629,Marine Conservation Biology,The Science of Maintaining the Sea's Biodiversity,Michael E. Soulé;Michael E. Marine Conservation Biology Institute,Nature,http://books.google.com/books/content?id=bK9LmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Humans are terrestrial animals, and our capacity to see and understand the importance and vulnerability of life in the sea has trailed our growing ability to harm it. While conservation biologists are working to address environmental problems humans have created on land, loss of marine biodiversity, including extinctions and habitat degradation, has received much less attention. At the same time, marine sciences such as oceanography and fisheries biology have largely ignored issues of conservation. Marine Conservation Biology brings together for the first time in a single volume leading experts from around the world to apply the lessons and thinking of conservation biology to marine issues. Contributors including James M. Acheson, Louis W. Botsford, James T. Carlton, Kristina Gjerde, Selina S. Heppell, Ransom A. Myers, Julia K. Parrish, Stephen R. Palumbi, and Daniel Pauly offer penetrating insights on the nature of marine biodiversity, what threatens it, and what humans can and must do to recover the biological integrity of the world's estuaries, coastal seas, and oceans. Sections examine: distinctive aspects of marine populations and ecosystems; threats to marine biological diversity, singly and in combination; place-based management of marine ecosystems; the often-neglected human dimensions of marine conservation. Marine Conservation Biology breaks new ground by creating the conceptual framework for the new field of marine conservation biology -- the science of protecting, recovering, and sustainably using the living sea. It synthesizes the latest knowledge and ideas from leading thinkers in disciplines ranging from larval biology to sociology, making it a must-read for research and teaching faculty, postdoctoral fellows, and graduate and advanced undergraduate students (who share an interest in bringing conservation biology to marine issues). Likewise, its lucid scientific examinations illuminate key issues facing environmental managers, policymakers, advocates, and funders concerned with the health of our oceans.",2005,4.67,496,14
9781560067849,1560067845,Flowers for Algernon,,Patrice Cassedy,Juvenile Nonfiction,http://books.google.com/books/content?id=x_CUfWcfrzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discusses the young adult book ""Flowers for Algernon"" by Daniel Keyes, including the author's life, the science fiction genre, and the book's plot, characters, and themes.",2000,3,96,1
9781560251149,156025114X,On the Bus,The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of the Counterculture,Paul Perry;Ken Babbs,Social Science,http://books.google.com/books/content?id=E_lCNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The fabled 1964 cross-country bus trip of Ken Kesey & the Merry Pranksters-on a psychedelically painted school bus crammed with amplifiers, cameras, costumes, & assorted contraband as cargo & Beat legend Neal Cassady at the wheel-marked the irreversible end of the ""Eisenhower Era,"" & set an American cultural revolution in motion. On the Bus, by Paul Perry, is a celebration of the unforgettable exploits of the Merry Pranksters, immortalized in Tom Wolfe's bestselling book. In this engrossing popular history, the spirit of the era is captured in a remarkable living chronicle, combining analysis & history with colorful additional narrative by Kesey-sidekick Ken Babbs. It features over 100 never-before-seen photos by Prankster photographer Ron Bevirt, Allen Ginsberg, & others, alongside candid & insightful interviews with participants & leading countercultural figures. In addition to forewords by Hunter S. Thompson, Jerry Garcia, & Ken Kesey, On the Bus features commentary by Ron ""Hassler"" Bevirt, William S. Burroughs, Malcolm Cowley, Ram Dass, Lawrence Ferlinghetti, Jerry Garcia, Allen Ginsberg, Wavy Gravy, Denise ""Mary Microgram"" Kaufmann, Ken Kesey, Steve ""Zonker"" Lambrecht, Timothy Leary, Gordon Lish, Ed McClanahan, Gurney Norman, Lee Quarnstrom, Robert Stone, & Hunter S. Thompson.",1996,3.86,205,193
9781560252481,1560252480,Requiem for a Dream,A Novel,Hubert Selby,Fiction,http://books.google.com/books/content?id=nSrOm1Yf1qIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The acclaimed novel that inspired the Darren Aronofsky film--the story of three friends whose pursuit of wealth ends in addiction and tragedy. ""To understand Selby's work is to understand the anguish of America"" (New York Times Book Review). Over twenty years after its first publication in 1978, Requiem for a Dream makes it to the big screen in a major motion picture starring Ellen Burstyn, Jennifer Connelly, Marlon Wayans, Jared Leto, and Christopher McDonald. Directed by Darren Aronofsky, the highly acclaimed director of Pi, the movie was released in November 2000. In this searing novel, two young hoods, Harry and Tyrone, and a girlfriend fantasize about scoring a pound of uncut heroin and getting rich. But their habit gets the better of them, consumes them and destroys their dreams.",1999,4.11,279,45545
9781560252757,1560252758,The Gangs of New York,An Informal History of the Underworld,,History,http://books.google.com/books/content?id=gPcsq2qHvkUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Examines New York's gangs of the nineteenth century and charts their influence on the underworld in the twentieth century.,1990,3.59,384,2742
9781560254416,1560254416,Expelled from Eden,A William T. Vollmann Reader,Perseus,Fiction,http://books.google.com/books/content?id=Q_XQswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"No stranger to living and writing on the edge, the author shares the fruits of his productive career as ""the most prodigiously talented and historically important novelist under 35,"" including autobiographical writing, interviews, critical essays, correspondence, and poems.",2004,4.05,512,156
9781560257011,1560257016,"Pink Flamingos, and Other Filth",Three Screenplays,John Waters,Performing Arts,http://books.google.com/books/content?id=nNlBZApxhx8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here are three of the filthiest-and yet, in their own way, sweetest—screenplays ever written: Pink Flamingos, Desperate Living, and Flamingos Forever. Intermixed with the scripts are dozens of classic stills from the films. In Pink Flamingos, Waters's muse and leading lady, Divine, a 300-pound cross-dresser who could turn your stomach in one scene and break your heart in the next, competes with her family for the title of ""filthiest people alive""—as readers will see, it's really anyone's game. Desperate Living is a perverse fairy tale featuring gun-toting lesbians, leather-clad castle guards, and a repulsive queen who has her own daughter gang-raped among other atrocities. Flamingos Forever is the unproduced sequel to Pink Flamingos, set fifteen years after the original, when the rivalry for ""filthiest people alive"" is revived; it was never filmed, Waters tells us, because by the time it was written, too many of the original cast had died—this book is the only chance for Water's fans to read it.",2005,4.22,258,49
9781560258247,1560258241,The Big Empty,"Dialogues on Politics, Sex, God, Boxing, Morality, Myth, Poker and Bad Conscience in America",Norman Mailer;John Buffalo Mailer,Literary Collections,http://books.google.com/books/content?id=9oBpswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Questions are posed, writes Norman Mailer, ""in the hope they will open into richer insights, which in turn will bring forth sharper questions."" In this series of conversations, John Buffalo Mailer, 27, poses a series of questions to his father, challenging the reflections and insights of the man who has dominated and defined much of American letters for the past sixty years. Their wide-ranging discussions take place over the course of a year, beginning in July 2004. Set against the backdrop of George W. Bush's re-election campaign and the war in Iraq, each considers what it means to live in America today. John asks his father to look back to World War II, and explore the parallels that can—and cannot—be drawn between that time and our current post-9/11 consciousness. As their conversations develop, the topics shift from the political to the personal to the political again, as they duck and weave around one another. They explore their shared admiration of boxing and poker, the nature of marriage and love, television, movies, writing, and what it means to be a part of this extraordinary family.",2006,3.31,218,67
9781560258506,1560258500,Monster Island,A Zombie Novel,David Wellington,Fiction,http://books.google.com/books/content?id=BpsmiilnN-4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"It's one month after a global disaster. Manhattan has become Monster Island after a plague has turned all its denizens into shambling, rotting animated corpses, except for a couple who have kept their intelligence and also acquired psychic powers. When a",2006,3.6,282,9635
9781560761549,1560761547,Into the Void,,Nigel Findley,Fiction,,,1991,3.54,311,247
